label,label_name,channel,region_idx,n_samples,mean,std,range,ssim,participant,session,experiment
1,Up,0,4,68,0.3864007248198424,0.19369733806253064,0.9212962962962963,0.12104906369979225,0,0,0
1,Up,1,4,68,0.4527579629136722,0.1837675451606867,0.9215686274509803,0.12857185452954012,0,0,0
1,Up,2,4,68,0.40361164486869566,0.200480849106995,0.9726027397260274,0.11463036560156714,0,0,0
1,Up,0,5,77,0.3838143338143338,0.19458823744383663,0.9074074074074074,0.13452828845195275,0,0,0
1,Up,1,5,77,0.44088264676499966,0.17724412768662043,0.9176470588235294,0.11619275827933698,0,0,0
1,Up,2,5,77,0.40125490947408754,0.20223748986205056,0.9726027397260274,0.0857428864873307,0,0,0
1,Up,0,6,72,0.37897772238050015,0.19401985967034144,0.9027777777777778,0.10696250728221508,0,0,0
1,Up,1,6,72,0.4522251550192727,0.17527724346381965,0.8901960784313725,0.09444063738461714,0,0,0
1,Up,2,6,72,0.40455938024431165,0.20045710761931979,0.9680365296803652,0.09313442612906024,0,0,0
1,Up,0,7,71,0.3776042293647927,0.18807640696085287,0.9166666666666666,0.1057194639255076,0,0,0
1,Up,1,7,71,0.4432247785354662,0.18166230776065895,0.8941176470588236,0.10140538322358898,0,0,0
1,Up,2,7,71,0.4003571834943627,0.19909022732885814,0.9680365296803652,0.11116905126578851,0,0,0
1,Up,0,8,76,0.3788723946618683,0.18741908309190106,0.9120370370370371,0.09379776734925901,0,0,0
1,Up,1,8,76,0.44278677462887994,0.18098679859777483,0.8941176470588236,0.12011375101943046,0,0,0
1,Up,2,8,76,0.40146322074945,0.2041532693339603,0.954337899543379,0.07962104552422468,0,0,0
1,Up,0,9,80,0.3821768162393162,0.1941177737274344,0.9074074074074074,0.12318105999141683,0,0,0
1,Up,1,9,80,0.44884917043740574,0.18203748462850408,0.8862745098039215,0.1145551739553377,0,0,0
1,Up,2,9,80,0.39715621707060056,0.20599885374138027,0.9497716894977168,0.08894720392632766,0,0,0
1,Up,0,15,76,0.3894910218923377,0.197599068810223,0.9722222222222222,0.12949778870563164,0,0,0
1,Up,1,15,76,0.44896800825593397,0.18929041087667417,0.8980392156862745,0.08984769225556248,0,0,0
